trade_id,city,target_date,event_ticker,market_ticker,signal_timestamp,execution_timestamp,settlement_timestamp,prediction_time,probability_age_minutes,model_probability,side,entry_price,unadjusted_entry_price,quote_source,quote_field,execution_gap_minutes,contracts,gross_cost,fees,slippage_per_contract,cash_committed,predicted_edge,lower_confidence_edge,settlement,settlement_source,execution_assumption,evidence_label,supports_profitability_claim,cash_after_settlement,gross_pnl,net_pnl,outer_fold_id,selected_filter_candidate,contract_multiplier
1,NYC,2025-05-05,KXHIGHNY-25MAY05,KXHIGHNY-25MAY05-B60.5,2025-05-05 14:15:00+00:00,2025-05-05 14:16:00+00:00,2025-05-12 14:00:00+00:00,2025-05-05 14:00:00+00:00,15.0,0.1501730528692295,BUY_YES,0.06,0.05,kalshi_candlestick,yes_ask_open,1.0,20,1.2,0.08,0.01,1.28,0.0801730528692295,0.0141794466573023,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,991.41,18.8,18.72,trading_outer_00,edge_0_all_both_unlimited,20
2,NYC,2025-05-05,KXHIGHNY-25MAY05,KXHIGHNY-25MAY05-B62.5,2025-05-05 14:15:00+00:00,2025-05-05 14:17:00+00:00,2025-05-12 14:00:00+00:00,2025-05-05 14:00:00+00:00,15.0,0.8498269471307706,BUY_YES,0.64,0.63,kalshi_candlestick,yes_ask_open,2.0,20,12.8,0.33,0.01,13.13,0.1898269471307705,0.0864219120912067,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,991.41,-12.8,-13.13,trading_outer_00,edge_0_all_both_unlimited,20
3,NYC,2025-05-08,KXHIGHNY-25MAY08,KXHIGHNY-25MAY08-B71.5,2025-05-08 14:35:00+00:00,2025-05-08 14:37:00+00:00,2025-05-15 14:00:00+00:00,2025-05-08 14:00:00+00:00,35.0,0.1038972892374942,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,2.0,20,0.8,0.06,0.01,0.8600000000000001,0.0538972892374942,0.0014097910317482,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,991.41,-0.8,-0.8600000000000001,trading_outer_00,edge_0_all_both_unlimited,20
4,NYC,2025-05-10,KXHIGHNY-25MAY10,KXHIGHNY-25MAY10-B72.5,2025-05-10 20:20:00+00:00,2025-05-10 20:21:00+00:00,2025-05-17 14:00:00+00:00,2025-05-10 20:00:00+00:00,20.0,0.864207699718811,BUY_YES,0.65,0.64,kalshi_candlestick,yes_ask_open,1.0,20,13.0,0.32,0.01,13.32,0.1942076997188109,0.0931593100724633,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1002.9899999999999,7.0,6.68,trading_outer_00,edge_0_all_both_unlimited,20
5,NYC,2025-05-15,KXHIGHNY-25MAY15,KXHIGHNY-25MAY15-B69.5,2025-05-15 19:45:00+00:00,2025-05-15 19:46:00+00:00,2025-05-22 14:00:00+00:00,2025-05-15 19:00:00+00:00,45.0,0.7156708123451629,BUY_YES,0.32,0.31,kalshi_candlestick,yes_ask_open,1.0,20,6.4,0.31,0.01,6.71,0.3756708123451629,0.2591925931803211,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1003.16,13.6,13.29,trading_outer_00,edge_0_all_both_unlimited,20
6,NYC,2025-05-15,KXHIGHNY-25MAY15,KXHIGHNY-25MAY15-B71.5,2025-05-15 19:45:00+00:00,2025-05-15 19:46:00+00:00,2025-05-22 14:00:00+00:00,2025-05-15 19:00:00+00:00,45.0,0.2843291876548369,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,20,1.6,0.11,0.0099999999999999,1.7100000000000002,0.1943291876548369,0.1009153816589255,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1003.16,-1.6,-1.7100000000000002,trading_outer_00,edge_0_all_both_unlimited,20
7,NYC,2025-05-17,KXHIGHNY-25MAY17,KXHIGHNY-25MAY17-B80.5,2025-05-17 20:45:00+00:00,2025-05-17 20:46:00+00:00,2025-05-24 14:00:00+00:00,2025-05-17 20:00:00+00:00,45.0,0.6250337320493871,BUY_YES,0.46,0.45,kalshi_candlestick,yes_ask_open,1.0,20,9.200000000000001,0.35,0.01,9.55,0.145033732049387,0.0262026040078233,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,993.06,-9.200000000000001,-9.55,trading_outer_00,edge_0_all_both_unlimited,20
8,NYC,2025-05-18,KXHIGHNY-25MAY18,KXHIGHNY-25MAY18-B68.5,2025-05-18 14:30:00+00:00,2025-05-18 14:31:00+00:00,2025-05-25 14:00:00+00:00,2025-05-18 14:00:00+00:00,30.0,0.1595822321120766,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,20,0.4,0.03,0.01,0.43000000000000005,0.1295822321120766,0.0611667990921707,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,993.06,-0.4,-0.43000000000000005,trading_outer_00,edge_0_all_both_unlimited,20
9,NYC,2025-05-18,KXHIGHNY-25MAY18,KXHIGHNY-25MAY18-B70.5,2025-05-18 14:30:00+00:00,2025-05-18 14:31:00+00:00,2025-05-25 14:00:00+00:00,2025-05-18 14:00:00+00:00,30.0,0.2306190767665832,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,20,1.6,0.11,0.0099999999999999,1.7100000000000002,0.1406190767665832,0.0565594926174563,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,993.06,-1.6,-1.7100000000000002,trading_outer_00,edge_0_all_both_unlimited,20
10,NYC,2025-05-18,KXHIGHNY-25MAY18,KXHIGHNY-25MAY18-B72.5,2025-05-18 14:30:00+00:00,2025-05-18 14:31:00+00:00,2025-05-25 14:00:00+00:00,2025-05-18 14:00:00+00:00,30.0,0.60979869112134,BUY_YES,0.39,0.38,kalshi_candlestick,yes_ask_open,1.0,20,7.800000000000001,0.34,0.01,8.14,0.19979869112134,0.0809777675443306,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1013.06,12.2,11.86,trading_outer_00,edge_0_all_both_unlimited,20
11,NYC,2025-05-24,KXHIGHNY-25MAY24,KXHIGHNY-25MAY24-B64.5,2025-05-24 13:30:00+00:00,2025-05-24 13:31:00+00:00,2025-05-31 14:00:00+00:00,2025-05-24 13:00:00+00:00,30.0,0.5970331875068354,BUY_YES,0.31,0.3,kalshi_candlestick,yes_ask_open,1.0,20,6.2,0.3,0.01,6.5,0.2670331875068354,0.1483048391819731,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1019.85,13.8,13.5,trading_outer_00,edge_0_all_both_unlimited,20
12,NYC,2025-05-24,KXHIGHNY-25MAY24,KXHIGHNY-25MAY24-T62,2025-05-24 13:30:00+00:00,2025-05-24 13:31:00+00:00,2025-05-31 14:00:00+00:00,2025-05-24 13:00:00+00:00,30.0,0.4029668124931647,BUY_YES,0.17,0.16,kalshi_candlestick,yes_ask_open,1.0,20,3.4000000000000004,0.2,0.01,3.6000000000000005,0.2229668124931646,0.1146154526138885,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1019.85,-3.4000000000000004,-3.6000000000000005,trading_outer_00,edge_0_all_both_unlimited,20
13,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-B75.5,2025-05-30 15:15:00+00:00,2025-05-30 15:17:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,15.0,0.5943800595617476,BUY_YES,0.44,0.43,kalshi_candlestick,yes_ask_open,2.0,20,8.8,0.35,0.01,9.15,0.1343800595617475,0.0156804442612682,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,978.0000000000001,11.2,10.85,trading_outer_00,edge_0_all_both_unlimited,20
14,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-B77.5,2025-05-30 15:15:00+00:00,2025-05-30 15:16:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,15.0,0.2108169634787051,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,20,1.6,0.11,0.0099999999999999,1.7100000000000002,0.1208169634787051,0.0407012019804581,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,958.0000000000001,-1.6,-1.7100000000000002,trading_outer_00,edge_0_all_both_unlimited,20
15,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-T73,2025-05-30 15:15:00+00:00,2025-05-30 15:16:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,15.0,0.1948029769595473,BUY_YES,0.09,0.08,kalshi_candlestick,yes_ask_open,1.0,20,1.7999999999999998,0.12,0.0099999999999999,1.92,0.0948029769595473,0.0180977896389079,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,958.0000000000001,-1.7999999999999998,-1.92,trading_outer_00,edge_0_all_both_unlimited,20
16,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-T80,2025-05-30 15:25:00+00:00,2025-05-30 15:26:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,25.0,0.1599461869335233,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,20,0.4,0.03,0.01,0.43000000000000005,0.1299461869335233,0.0614389670502386,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,978.0000000000001,-0.4,-0.43000000000000005,trading_outer_00,edge_0_all_both_unlimited,20
17,NYC,2025-05-31,KXHIGHNY-25MAY31,KXHIGHNY-25MAY31-B70.5,2025-05-31 14:50:00+00:00,2025-05-31 14:51:00+00:00,2025-06-07 14:00:00+00:00,2025-05-31 14:00:00+00:00,50.0,0.3201989846676697,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,20,2.8000000000000003,0.17,0.01,2.97,0.1701989846676697,0.07150056386714,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,978.0000000000001,-2.8000000000000003,-2.97,trading_outer_00,edge_0_all_both_unlimited,20
18,NYC,2025-05-31,KXHIGHNY-25MAY31,KXHIGHNY-25MAY31-T68,2025-05-31 14:50:00+00:00,2025-05-31 14:51:00+00:00,2025-06-07 14:00:00+00:00,2025-05-31 14:00:00+00:00,50.0,0.6798010153323303,BUY_YES,0.43,0.42,kalshi_candlestick,yes_ask_open,1.0,20,8.6,0.35,0.01,8.95,0.2298010153323303,0.1118741933368297,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,998.0000000000001,11.4,11.05,trading_outer_00,edge_0_all_both_unlimited,20
19,NYC,2025-06-01,KXHIGHNY-25JUN01,KXHIGHNY-25JUN01-B66.5,2025-06-01 15:50:00+00:00,2025-06-01 15:51:00+00:00,2025-06-08 14:00:00+00:00,2025-06-01 15:00:00+00:00,50.0,0.6129781318249845,BUY_YES,0.44,0.43,kalshi_candlestick,yes_ask_open,1.0,20,8.8,0.35,0.01,9.15,0.1529781318249845,0.0341460047308899,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1002.0800000000002,11.2,10.85,trading_outer_00,edge_0_all_both_unlimited,20
20,NYC,2025-06-01,KXHIGHNY-25JUN01,KXHIGHNY-25JUN01-B68.5,2025-06-01 15:50:00+00:00,2025-06-01 15:51:00+00:00,2025-06-08 14:00:00+00:00,2025-06-01 15:00:00+00:00,50.0,0.3870218681750155,BUY_YES,0.25,0.24,kalshi_candlestick,yes_ask_open,1.0,20,5.0,0.27,0.01,5.27,0.1170218681750155,0.0102719244933662,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1002.0800000000002,-5.0,-5.27,trading_outer_00,edge_0_all_both_unlimited,20
21,NYC,2025-06-04,KXHIGHNY-25JUN04,KXHIGHNY-25JUN04-B82.5,2025-06-04 13:25:00+00:00,2025-06-04 13:26:00+00:00,2025-06-11 14:00:00+00:00,2025-06-04 13:00:00+00:00,25.0,0.6411170125100824,BUY_YES,0.47,0.46,kalshi_candlestick,yes_ask_open,1.0,20,9.399999999999999,0.35,0.01,9.749999999999998,0.1511170125100823,0.032396016029363,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1022.0800000000002,10.600000000000001,10.250000000000002,trading_outer_00,edge_0_all_both_unlimited,20
22,NYC,2025-06-04,KXHIGHNY-25JUN04,KXHIGHNY-25JUN04-B86.5,2025-06-04 17:40:00+00:00,2025-06-04 17:41:00+00:00,2025-06-11 14:00:00+00:00,2025-06-04 17:00:00+00:00,40.0,0.3670646893318238,BUY_YES,0.12,0.11,kalshi_candlestick,yes_ask_open,1.0,20,2.4,0.15,0.0099999999999999,2.55,0.2370646893318238,0.1324884229407857,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1022.0800000000002,-2.4,-2.55,trading_outer_00,edge_0_all_both_unlimited,20
26,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B84.5,2025-06-05 13:45:00+00:00,2025-06-05 13:46:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,45.0,0.2765118358628871,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,20,0.8,0.06,0.01,0.8600000000000001,0.226511835862887,0.1343471534820813,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1042.0800000000002,-0.8,-0.8600000000000001,trading_outer_00,edge_0_all_both_unlimited,20
23,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B86.5,2025-06-05 13:05:00+00:00,2025-06-05 13:06:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,5.0,0.4675700204996347,BUY_YES,0.22,0.21,kalshi_candlestick,yes_ask_open,1.0,20,4.4,0.25,0.01,4.65,0.2275700204996347,0.1139151649257775,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1042.0800000000002,15.6,15.35,trading_outer_00,edge_0_all_both_unlimited,20
25,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B88.5,2025-06-05 13:10:00+00:00,2025-06-05 13:11:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,10.0,0.6954950482942301,BUY_YES,0.52,0.51,kalshi_candlestick,yes_ask_open,1.0,20,10.4,0.35,0.01,10.75,0.1554950482942301,0.0381140137094253,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1042.0800000000002,-10.4,-10.75,trading_outer_00,edge_0_all_both_unlimited,20
24,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B90.5,2025-06-05 13:05:00+00:00,2025-06-05 13:06:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,5.0,0.5324299795003652,BUY_YES,0.3,0.29,kalshi_candlestick,yes_ask_open,1.0,20,6.0,0.3,0.01,6.3,0.2124299795003652,0.0953069752321019,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1042.0800000000002,-6.0,-6.3,trading_outer_00,edge_0_all_both_unlimited,20
27,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-T84,2025-06-05 13:45:00+00:00,2025-06-05 13:46:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,45.0,0.2566022254310036,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,20,0.6,0.05,0.0099999999999999,0.65,0.2166022254310036,0.1277865585901363,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1042.0800000000002,-0.6,-0.65,trading_outer_00,edge_0_all_both_unlimited,20
28,NYC,2025-06-07,KXHIGHNY-25JUN07,KXHIGHNY-25JUN07-B81.5,2025-06-07 14:45:00+00:00,2025-06-07 14:47:00+00:00,2025-06-14 14:00:00+00:00,2025-06-07 14:00:00+00:00,45.0,0.1072564513735608,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,2.0,20,0.6,0.05,0.0099999999999999,0.65,0.0672564513735608,0.0136846172775631,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1049.7900000000002,-0.6,-0.65,trading_outer_00,edge_0_all_both_unlimited,20
29,NYC,2025-06-07,KXHIGHNY-25JUN07,KXHIGHNY-25JUN07-T77,2025-06-07 14:45:00+00:00,2025-06-07 14:46:00+00:00,2025-06-14 14:00:00+00:00,2025-06-07 14:00:00+00:00,45.0,0.8927435486264392,BUY_YES,0.75,0.74,kalshi_candlestick,yes_ask_open,1.0,20,15.0,0.27,0.01,15.27,0.1227435486264392,0.0271706696210595,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1049.7900000000002,5.0,4.73,trading_outer_00,edge_0_all_both_unlimited,20
30,NYC,2025-06-12,KXHIGHNY-25JUN12,KXHIGHNY-25JUN12-B87.5,2025-06-12 15:25:00+00:00,2025-06-12 15:26:00+00:00,2025-06-19 14:00:00+00:00,2025-06-12 15:00:00+00:00,25.0,0.7280932364501377,BUY_YES,0.48,0.47,kalshi_candlestick,yes_ask_open,1.0,20,9.6,0.35,0.01,9.95,0.2280932364501377,0.1122885832535,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1045.4700000000003,10.4,10.05,trading_outer_00,edge_0_all_both_unlimited,20
31,NYC,2025-06-12,KXHIGHNY-25JUN12,KXHIGHNY-25JUN12-B91.5,2025-06-12 15:25:00+00:00,2025-06-12 15:26:00+00:00,2025-06-19 14:00:00+00:00,2025-06-12 15:00:00+00:00,25.0,0.2719067635498623,BUY_YES,0.11,0.1,kalshi_candlestick,yes_ask_open,1.0,20,2.2,0.14,0.0099999999999999,2.3400000000000003,0.1519067635498623,0.0604950107615793,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1045.4700000000003,-2.2,-2.3400000000000003,trading_outer_00,edge_0_all_both_unlimited,20
32,NYC,2025-06-15,KXHIGHNY-25JUN15,KXHIGHNY-25JUN15-B64.5,2025-06-15 15:15:00+00:00,2025-06-15 15:16:00+00:00,2025-06-22 14:00:00+00:00,2025-06-15 15:00:00+00:00,15.0,0.594505114558709,BUY_YES,0.45,0.44,kalshi_candlestick,yes_ask_open,1.0,20,9.0,0.35,0.01,9.35,0.124505114558709,0.0058040720029661,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1043.3500000000001,11.0,10.65,trading_outer_00,edge_0_all_both_unlimited,20
34,NYC,2025-06-15,KXHIGHNY-25JUN15,KXHIGHNY-25JUN15-B66.5,2025-06-15 18:40:00+00:00,2025-06-15 18:41:00+00:00,2025-06-22 14:00:00+00:00,2025-06-15 18:00:00+00:00,40.0,0.3525343619246598,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,1.0,20,1.0,0.07,0.01,1.07,0.2925343619246598,0.1896620798157838,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1043.3500000000001,-1.0,-1.07,trading_outer_00,edge_0_all_both_unlimited,20
33,NYC,2025-06-15,KXHIGHNY-25JUN15,KXHIGHNY-25JUN15-B70.5,2025-06-15 18:05:00+00:00,2025-06-15 18:07:00+00:00,2025-06-22 14:00:00+00:00,2025-06-15 18:00:00+00:00,5.0,0.2284551519982186,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,2.0,20,0.4,0.03,0.01,0.43000000000000005,0.1984551519982186,0.1148125717389254,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1043.3500000000001,-0.4,-0.43000000000000005,trading_outer_00,edge_0_all_both_unlimited,20
35,NYC,2025-06-16,KXHIGHNY-25JUN16,KXHIGHNY-25JUN16-B68.5,2025-06-16 15:20:00+00:00,2025-06-16 15:21:00+00:00,2025-06-23 14:00:00+00:00,2025-06-16 15:00:00+00:00,20.0,0.4659609245744473,BUY_YES,0.33,0.32,kalshi_candlestick,yes_ask_open,1.0,20,6.6000000000000005,0.31,0.01,6.91,0.1159609245744473,0.0024155683353141,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1063.3500000000001,13.399999999999999,13.09,trading_outer_00,edge_0_all_both_unlimited,20
36,NYC,2025-06-16,KXHIGHNY-25JUN16,KXHIGHNY-25JUN16-B70.5,2025-06-16 15:20:00+00:00,2025-06-16 15:22:00+00:00,2025-06-23 14:00:00+00:00,2025-06-16 15:00:00+00:00,20.0,0.1723209791175651,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,2.0,20,1.6,0.11,0.0099999999999999,1.7100000000000002,0.0823209791175651,0.0107726209390207,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1063.3500000000001,-1.6,-1.7100000000000002,trading_outer_00,edge_0_all_both_unlimited,20
37,NYC,2025-06-16,KXHIGHNY-25JUN16,KXHIGHNY-25JUN16-T66,2025-06-16 15:20:00+00:00,2025-06-16 15:22:00+00:00,2025-06-23 14:00:00+00:00,2025-06-16 15:00:00+00:00,20.0,0.3617180963079877,BUY_YES,0.23,0.22,kalshi_candlestick,yes_ask_open,2.0,20,4.6000000000000005,0.25,0.01,4.8500000000000005,0.1117180963079876,0.0077567729222853,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1063.3500000000001,-4.6000000000000005,-4.8500000000000005,trading_outer_00,edge_0_all_both_unlimited,20
38,NYC,2025-06-19,KXHIGHNY-25JUN19,KXHIGHNY-25JUN19-B87.5,2025-06-19 15:25:00+00:00,2025-06-19 15:26:00+00:00,2025-06-26 14:00:00+00:00,2025-06-19 15:00:00+00:00,25.0,0.56697667776777,BUY_YES,0.24,0.23,kalshi_candlestick,yes_ask_open,1.0,20,4.8,0.26,0.01,5.06,0.3069766777677701,0.1887620415747312,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1062.14,15.2,14.940000000000001,trading_outer_00,edge_0_all_both_unlimited,20
39,NYC,2025-06-19,KXHIGHNY-25JUN19,KXHIGHNY-25JUN19-B93.5,2025-06-19 15:25:00+00:00,2025-06-19 15:26:00+00:00,2025-06-26 14:00:00+00:00,2025-06-19 15:00:00+00:00,25.0,0.43302332223223,BUY_YES,0.15,0.14,kalshi_candlestick,yes_ask_open,1.0,20,3.0,0.18,0.01,3.18,0.2730233222322301,0.1619713509910247,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1062.14,-3.0,-3.18,trading_outer_00,edge_0_all_both_unlimited,20
40,NYC,2025-06-21,KXHIGHNY-25JUN21,KXHIGHNY-25JUN21-B86.5,2025-06-21 15:35:00+00:00,2025-06-21 15:36:00+00:00,2025-06-28 14:00:00+00:00,2025-06-21 15:00:00+00:00,35.0,0.5795870001384559,BUY_YES,0.4,0.39,kalshi_candlestick,yes_ask_open,1.0,20,8.0,0.34,0.01,8.34,0.1595870001384558,0.0411068078424047,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1082.14,12.0,11.66,trading_outer_00,edge_0_all_both_unlimited,20
43,NYC,2025-06-21,KXHIGHNY-25JUN21,KXHIGHNY-25JUN21-B88.5,2025-06-21 17:10:00+00:00,2025-06-21 17:11:00+00:00,2025-06-28 14:00:00+00:00,2025-06-21 17:00:00+00:00,10.0,0.1576199926369729,BUY_YES,0.0699999999999999,0.06,kalshi_candlestick,yes_ask_open,1.0,20,1.399999999999998,0.100000000000002,0.0099999999999999,1.5,0.0776199926369729,0.0097018075590065,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1082.14,-1.399999999999998,-1.5,trading_outer_00,edge_0_all_both_unlimited,20
41,NYC,2025-06-21,KXHIGHNY-25JUN21,KXHIGHNY-25JUN21-B92.5,2025-06-21 15:45:00+00:00,2025-06-21 15:46:00+00:00,2025-06-28 14:00:00+00:00,2025-06-21 15:00:00+00:00,45.0,0.1355977569291851,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,20,0.6,0.05,0.0099999999999999,0.65,0.0955977569291851,0.033553099579282,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1082.14,-0.6,-0.65,trading_outer_00,edge_0_all_both_unlimited,20
42,NYC,2025-06-21,KXHIGHNY-25JUN21,KXHIGHNY-25JUN21-T86,2025-06-21 15:45:00+00:00,2025-06-21 15:46:00+00:00,2025-06-28 14:00:00+00:00,2025-06-21 15:00:00+00:00,45.0,0.2645942848274096,BUY_YES,0.16,0.15,kalshi_candlestick,yes_ask_open,1.0,20,3.2,0.19,0.01,3.39,0.0945942848274096,0.0044047094642199,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1082.14,-3.2,-3.39,trading_outer_00,edge_0_all_both_unlimited,20
45,NYC,2025-06-24,KXHIGHNY-25JUN24,KXHIGHNY-25JUN24-B100.5,2025-06-24 18:45:00+00:00,2025-06-24 18:46:00+00:00,2025-07-01 14:00:00+00:00,2025-06-24 18:00:00+00:00,45.0,0.1728781976810394,BUY_NO,0.7,0.69,kalshi_candlestick,implied_no_ask_from_yes_bid_open,1.0,20,14.0,0.3,0.01,14.3,0.1071218023189605,0.0004567649380444,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1122.14,6.0,5.699999999999999,trading_outer_00,edge_0_all_both_unlimited,20
44,NYC,2025-06-24,KXHIGHNY-25JUN24,KXHIGHNY-25JUN24-B98.5,2025-06-24 13:25:00+00:00,2025-06-24 13:26:00+00:00,2025-07-01 14:00:00+00:00,2025-06-24 13:00:00+00:00,25.0,0.4892260881647723,BUY_YES,0.33,0.32,kalshi_candlestick,yes_ask_open,1.0,20,6.6000000000000005,0.31,0.01,6.91,0.1392260881647723,0.0242082425508274,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1102.14,13.399999999999999,13.09,trading_outer_00,edge_0_all_both_unlimited,20
46,NYC,2025-07-01,KXHIGHNY-25JUL01,KXHIGHNY-25JUL01-B88.5,2025-07-01 17:00:00+00:00,2025-07-01 17:01:00+00:00,2025-07-08 14:00:00+00:00,2025-07-01 17:00:00+00:00,0.0,0.7362967364132657,BUY_YES,0.55,0.54,kalshi_candlestick,yes_ask_open,1.0,20,11.0,0.35,0.01,11.35,0.1662967364132656,0.0509881394695801,1,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1130.7900000000002,9.0,8.65,trading_outer_00,edge_0_all_both_unlimited,20
47,NYC,2025-07-09,KXHIGHNY-25JUL09,KXHIGHNY-25JUL09-B86.5,2025-07-09 18:05:00+00:00,2025-07-09 18:07:00+00:00,2025-07-16 14:00:00+00:00,2025-07-09 18:00:00+00:00,5.0,0.1019309033746959,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,2.0,20,0.4,0.03,0.01,0.43000000000000005,0.0719309033746959,0.0200869705381324,0,kalshi_result,next_candle_open,counterfactual_constant_leverage_no_historical_depth,False,1142.43,-0.4,-0.43000000000000005,trading_outer_00,edge_0_all_both_unlimited,20
