date,location,official_daily_high_f,openmeteo_daily_max_f,old_actual_high_f,max_hourly_tmpf,old_minus_official,openmeteo_minus_official,max_hourly_minus_official
2025-05-30,NYC,75.0,73.7,73.7,75.0,-1.2999999999999972,-1.2999999999999972,0.0
2025-05-31,NYC,67.0,66.7,66.7,67.0,-0.29999999999999716,-0.29999999999999716,0.0
2025-06-01,NYC,66.0,65.3,65.3,65.0,-0.7000000000000028,-0.7000000000000028,-1.0
2025-06-02,NYC,71.0,70.0,70.0,70.0,-1.0,-1.0,-1.0
2025-06-03,NYC,79.0,79.2,79.2,78.0,0.20000000000000284,0.20000000000000284,-1.0
2025-06-04,NYC,83.0,85.0,85.0,82.0,2.0,2.0,-1.0
2025-06-05,NYC,87.0,94.1,94.1,86.0,7.099999999999994,7.099999999999994,-1.0
2025-06-06,NYC,84.0,88.6,88.6,83.0,4.599999999999994,4.599999999999994,-1.0
2025-06-07,NYC,76.0,80.0,80.0,75.0,4.0,4.0,-1.0
2025-06-08,NYC,76.0,75.0,75.0,76.0,-1.0,-1.0,0.0
2025-06-09,NYC,64.0,69.4,69.4,65.0,5.400000000000006,5.400000000000006,1.0
2025-06-10,NYC,73.0,77.4,77.4,73.0,4.400000000000006,4.400000000000006,0.0
2025-06-11,NYC,81.0,82.4,82.4,80.0,1.4000000000000057,1.4000000000000057,-1.0
2025-06-12,NYC,87.0,89.2,89.2,86.0,2.200000000000003,2.200000000000003,-1.0
2025-06-13,NYC,78.0,85.3,85.3,78.0,7.299999999999997,7.299999999999997,0.0
2025-06-14,NYC,68.0,69.5,69.5,67.0,1.5,1.5,-1.0
2025-06-15,NYC,64.0,66.8,66.8,64.0,2.799999999999997,2.799999999999997,0.0
2025-06-16,NYC,69.0,68.3,68.3,69.0,-0.7000000000000028,-0.7000000000000028,0.0
2025-06-17,NYC,67.0,70.5,70.5,67.0,3.5,3.5,0.0
2025-06-18,NYC,84.0,83.0,83.0,83.0,-1.0,-1.0,-1.0
2025-06-19,NYC,88.0,88.1,88.1,87.0,0.09999999999999432,0.09999999999999432,-1.0
2025-06-20,NYC,82.0,82.0,82.0,81.0,0.0,0.0,-1.0
2025-06-21,NYC,86.0,89.7,89.7,86.0,3.700000000000003,3.700000000000003,0.0
2025-06-22,NYC,88.0,91.7,91.7,87.0,3.700000000000003,3.700000000000003,-1.0
2025-06-23,NYC,96.0,102.5,102.5,95.0,6.5,6.5,-1.0
2025-06-24,NYC,99.0,102.7,102.7,98.0,3.700000000000003,3.700000000000003,-1.0
2025-06-25,NYC,96.0,99.1,99.1,95.0,3.0999999999999943,3.0999999999999943,-1.0
2025-06-26,NYC,85.0,86.5,86.5,84.0,1.5,1.5,-1.0
2025-06-27,NYC,72.0,72.8,72.8,71.0,0.7999999999999972,0.7999999999999972,-1.0
2025-06-28,NYC,83.0,86.2,86.2,82.0,3.200000000000003,3.200000000000003,-1.0
2025-06-29,NYC,89.0,88.6,88.6,88.0,-0.4000000000000057,-0.4000000000000057,-1.0
2025-06-30,NYC,90.0,94.4,94.4,89.0,4.400000000000006,4.400000000000006,-1.0
2025-07-01,NYC,89.0,90.1,90.1,87.0,1.0999999999999943,1.0999999999999943,-2.0
2025-07-02,NYC,84.0,85.2,85.2,82.0,1.2000000000000028,1.2000000000000028,-2.0
2025-07-03,NYC,88.0,87.5,87.5,87.0,-0.5,-0.5,-1.0
2025-07-04,NYC,83.0,82.2,82.2,83.0,-0.7999999999999972,-0.7999999999999972,0.0
2025-07-05,NYC,84.0,90.0,90.0,83.0,6.0,6.0,-1.0
2025-07-06,NYC,87.0,93.7,93.7,86.0,6.700000000000003,6.700000000000003,-1.0
2025-07-07,NYC,87.0,88.9,88.9,86.0,1.9000000000000057,1.9000000000000057,-1.0
2025-07-08,NYC,93.0,95.6,95.6,93.0,2.5999999999999943,2.5999999999999943,0.0
2025-07-09,NYC,90.0,88.5,88.5,90.0,-1.5,-1.5,0.0
2025-07-10,NYC,84.0,81.0,81.0,83.0,-3.0,-3.0,-1.0
2025-07-11,NYC,84.0,84.3,84.3,84.0,0.29999999999999716,0.29999999999999716,0.0
2025-07-12,NYC,83.0,86.8,86.8,82.4,3.799999999999997,3.799999999999997,-0.5999999999999943
2025-07-13,NYC,83.0,84.8,84.8,81.0,1.7999999999999972,1.7999999999999972,-2.0
2025-07-14,NYC,85.0,88.3,88.3,85.0,3.299999999999997,3.299999999999997,0.0
2025-07-15,NYC,86.0,84.7,84.7,86.0,-1.2999999999999972,-1.2999999999999972,0.0
2025-07-16,NYC,87.0,87.2,87.2,86.0,0.20000000000000284,0.20000000000000284,-1.0
2025-07-17,NYC,90.0,91.4,91.4,89.0,1.4000000000000057,1.4000000000000057,-1.0
2025-07-18,NYC,82.0,85.6,85.6,82.0,3.5999999999999943,3.5999999999999943,0.0
2025-07-19,NYC,81.0,83.9,83.9,80.0,2.9000000000000057,2.9000000000000057,-1.0
2025-07-20,NYC,88.0,92.3,92.3,87.0,4.299999999999997,4.299999999999997,-1.0
2025-07-21,NYC,85.0,88.2,88.2,85.0,3.200000000000003,3.200000000000003,0.0
2025-07-22,NYC,81.0,83.2,83.2,79.0,2.200000000000003,2.200000000000003,-2.0
2025-07-23,NYC,80.0,84.2,84.2,79.0,4.200000000000003,4.200000000000003,-1.0
2025-07-24,NYC,87.0,88.3,88.3,86.0,1.2999999999999972,1.2999999999999972,-1.0
2025-07-25,NYC,95.0,97.1,97.1,94.0,2.0999999999999943,2.0999999999999943,-1.0
2025-07-26,NYC,85.0,88.4,88.4,84.0,3.4000000000000057,3.4000000000000057,-1.0
2025-07-27,NYC,84.0,87.3,87.3,83.0,3.299999999999997,3.299999999999997,-1.0
2025-07-28,NYC,94.0,94.3,94.3,93.0,0.29999999999999716,0.29999999999999716,-1.0
2025-07-29,NYC,97.0,101.2,101.2,97.0,4.200000000000003,4.200000000000003,0.0
2025-07-30,NYC,95.0,99.8,99.8,95.0,4.799999999999997,4.799999999999997,0.0
2025-07-31,NYC,89.0,87.7,87.7,89.0,-1.2999999999999972,-1.2999999999999972,0.0
2025-08-01,NYC,73.0,73.3,73.3,73.0,0.29999999999999716,0.29999999999999716,0.0
2025-08-02,NYC,80.0,77.7,77.7,80.0,-2.299999999999997,-2.299999999999997,0.0
2025-08-03,NYC,84.0,82.7,82.7,83.0,-1.2999999999999972,-1.2999999999999972,-1.0
2025-08-04,NYC,89.0,92.0,92.0,88.0,3.0,3.0,-1.0
2025-08-05,NYC,86.0,86.6,86.6,85.0,0.5999999999999943,0.5999999999999943,-1.0
2025-08-06,NYC,79.0,83.6,83.6,78.0,4.599999999999994,4.599999999999994,-1.0
2025-08-07,NYC,81.0,83.0,83.0,78.0,2.0,2.0,-3.0
2025-08-08,NYC,82.0,83.1,83.1,81.0,1.0999999999999943,1.0999999999999943,-1.0
2025-08-09,NYC,85.0,86.9,86.9,85.0,1.9000000000000057,1.9000000000000057,0.0
2025-08-10,NYC,90.0,92.6,92.6,89.0,2.5999999999999943,2.5999999999999943,-1.0
2025-08-11,NYC,89.0,90.6,90.6,88.0,1.5999999999999943,1.5999999999999943,-1.0
2025-08-12,NYC,91.0,92.9,92.9,89.0,1.9000000000000057,1.9000000000000057,-2.0
2025-08-13,NYC,89.0,90.7,90.7,88.0,1.7000000000000028,1.7000000000000028,-1.0
2025-08-14,NYC,89.0,87.7,87.7,89.0,-1.2999999999999972,-1.2999999999999972,0.0
2025-08-15,NYC,89.0,90.7,90.7,88.0,1.7000000000000028,1.7000000000000028,-1.0
2025-08-16,NYC,84.0,87.4,87.4,83.0,3.4000000000000057,3.4000000000000057,-1.0
2025-08-17,NYC,91.0,95.6,95.6,89.0,4.599999999999994,4.599999999999994,-2.0
2025-08-18,NYC,75.0,75.4,75.4,76.0,0.4000000000000057,0.4000000000000057,1.0
2025-08-19,NYC,77.0,76.2,76.2,76.0,-0.7999999999999972,-0.7999999999999972,-1.0
2025-08-20,NYC,70.0,72.3,72.3,69.0,2.299999999999997,2.299999999999997,-1.0
2025-08-21,NYC,72.0,70.9,70.9,71.0,-1.0999999999999943,-1.0999999999999943,-1.0
2025-08-22,NYC,83.0,80.3,80.3,82.0,-2.700000000000003,-2.700000000000003,-1.0
2025-08-23,NYC,82.0,82.7,82.7,81.0,0.7000000000000028,0.7000000000000028,-1.0
2025-08-24,NYC,80.0,79.5,79.5,79.0,-0.5,-0.5,-1.0
2025-08-25,NYC,86.0,88.5,88.5,85.0,2.5,2.5,-1.0
2025-08-26,NYC,79.0,80.9,80.9,78.0,1.9000000000000057,1.9000000000000057,-1.0
2025-08-27,NYC,75.0,76.8,76.8,74.0,1.7999999999999972,1.7999999999999972,-1.0
2025-08-28,NYC,78.0,80.6,80.6,76.0,2.5999999999999943,2.5999999999999943,-2.0
2025-08-29,NYC,78.0,81.2,81.2,76.0,3.200000000000003,3.200000000000003,-2.0
2025-08-30,NYC,76.0,78.0,78.0,75.0,2.0,2.0,-1.0
2025-08-31,NYC,79.0,81.1,81.1,79.0,2.0999999999999943,2.0999999999999943,0.0
2025-09-01,NYC,78.0,78.8,78.8,77.0,0.7999999999999972,0.7999999999999972,-1.0
2025-09-02,NYC,79.0,80.4,80.4,77.0,1.4000000000000057,1.4000000000000057,-2.0
2025-09-03,NYC,79.0,80.6,80.6,78.0,1.5999999999999943,1.5999999999999943,-1.0
2025-09-04,NYC,77.0,77.8,77.8,77.0,0.7999999999999972,0.7999999999999972,0.0
2025-09-05,NYC,82.0,83.0,83.0,81.0,1.0,1.0,-1.0
2025-09-06,NYC,86.0,86.3,86.3,85.0,0.29999999999999716,0.29999999999999716,-1.0
2025-09-07,NYC,69.0,69.2,69.2,68.0,0.20000000000000284,0.20000000000000284,-1.0
2025-09-08,NYC,73.0,70.7,70.7,72.0,-2.299999999999997,-2.299999999999997,-1.0
2025-09-09,NYC,73.0,71.1,71.1,73.0,-1.9000000000000057,-1.9000000000000057,0.0
2025-09-10,NYC,73.0,69.1,69.1,73.0,-3.9000000000000057,-3.9000000000000057,0.0
2025-09-11,NYC,79.0,79.6,79.6,79.0,0.5999999999999943,0.5999999999999943,0.0
2025-09-12,NYC,78.0,80.3,80.3,78.0,2.299999999999997,2.299999999999997,0.0
2025-09-13,NYC,77.0,80.6,80.6,76.0,3.5999999999999943,3.5999999999999943,-1.0
2025-09-14,NYC,81.0,85.0,85.0,80.0,4.0,4.0,-1.0
2025-09-15,NYC,79.0,82.3,82.3,79.0,3.299999999999997,3.299999999999997,0.0
2025-09-16,NYC,74.0,75.7,75.7,73.0,1.7000000000000028,1.7000000000000028,-1.0
2025-09-17,NYC,70.0,70.7,70.7,70.0,0.7000000000000028,0.7000000000000028,0.0
2025-09-18,NYC,83.0,80.5,80.5,82.0,-2.5,-2.5,-1.0
2025-09-19,NYC,84.0,81.9,81.9,83.0,-2.0999999999999943,-2.0999999999999943,-1.0
2025-09-20,NYC,73.0,73.7,73.7,73.0,0.7000000000000028,0.7000000000000028,0.0
2025-09-21,NYC,71.0,72.1,72.1,70.0,1.0999999999999943,1.0999999999999943,-1.0
2025-09-22,NYC,73.0,72.9,72.9,72.0,-0.09999999999999432,-0.09999999999999432,-1.0
2025-09-23,NYC,83.0,84.5,84.5,82.0,1.5,1.5,-1.0
2025-09-24,NYC,80.0,79.1,79.1,79.0,-0.9000000000000057,-0.9000000000000057,-1.0
2025-09-25,NYC,77.0,74.9,74.9,77.0,-2.0999999999999943,-2.0999999999999943,0.0
2025-09-26,NYC,82.0,79.2,79.2,81.0,-2.799999999999997,-2.799999999999997,-1.0
2025-09-27,NYC,79.0,75.7,75.7,79.0,-3.299999999999997,-3.299999999999997,0.0
2025-09-28,NYC,83.0,82.2,82.2,82.0,-0.7999999999999972,-0.7999999999999972,-1.0
2025-09-29,NYC,78.0,75.0,75.0,77.0,-3.0,-3.0,-1.0
2025-09-30,NYC,81.0,77.7,77.7,80.0,-3.299999999999997,-3.299999999999997,-1.0
2025-10-01,NYC,69.0,68.5,68.5,69.0,-0.5,-0.5,0.0
2025-10-02,NYC,66.0,66.2,66.2,65.0,0.20000000000000284,0.20000000000000284,-1.0
2025-10-03,NYC,71.0,72.1,72.1,71.0,1.0999999999999943,1.0999999999999943,0.0
2025-10-04,NYC,82.0,81.6,81.6,81.0,-0.4000000000000057,-0.4000000000000057,-1.0
2025-10-05,NYC,84.0,85.3,85.3,84.0,1.2999999999999972,1.2999999999999972,0.0
2025-10-06,NYC,80.0,81.1,81.1,79.0,1.0999999999999943,1.0999999999999943,-1.0
2025-10-07,NYC,80.0,81.0,81.0,79.0,1.0,1.0,-1.0
2025-10-08,NYC,72.0,71.2,71.2,71.0,-0.7999999999999972,-0.7999999999999972,-1.0
2025-10-09,NYC,59.0,58.5,58.5,58.0,-0.5,-0.5,-1.0
2025-10-10,NYC,62.0,61.3,61.3,61.0,-0.7000000000000028,-0.7000000000000028,-1.0
2025-10-11,NYC,64.0,66.0,66.0,64.4,2.0,2.0,0.4000000000000057
2025-10-12,NYC,63.0,61.8,61.8,63.0,-1.2000000000000028,-1.2000000000000028,0.0
2025-10-13,NYC,58.0,58.3,58.3,57.2,0.29999999999999716,0.29999999999999716,-0.7999999999999972
2025-10-14,NYC,61.0,60.8,60.8,61.0,-0.20000000000000284,-0.20000000000000284,0.0
2025-10-15,NYC,68.0,67.6,67.6,68.0,-0.4000000000000057,-0.4000000000000057,0.0
2025-10-16,NYC,61.0,59.4,59.4,60.0,-1.6000000000000014,-1.6000000000000014,-1.0
2025-10-17,NYC,63.0,62.6,62.6,62.0,-0.3999999999999986,-0.3999999999999986,-1.0
2025-10-18,NYC,65.0,63.6,63.6,65.0,-1.3999999999999986,-1.3999999999999986,0.0
2025-10-19,NYC,70.0,69.4,69.4,69.0,-0.5999999999999943,-0.5999999999999943,-1.0
2025-10-20,NYC,68.0,67.8,67.8,68.0,-0.20000000000000284,-0.20000000000000284,0.0
2025-10-21,NYC,66.0,66.5,66.5,66.0,0.5,0.5,0.0
2025-10-22,NYC,62.0,61.9,61.9,62.0,-0.10000000000000142,-0.10000000000000142,0.0
2025-10-23,NYC,60.0,58.7,58.7,58.0,-1.2999999999999972,-1.2999999999999972,-2.0
2025-10-24,NYC,59.0,59.1,59.1,59.0,0.10000000000000142,0.10000000000000142,0.0
2025-10-25,NYC,58.0,57.9,57.9,58.0,-0.10000000000000142,-0.10000000000000142,0.0
2025-10-26,NYC,59.0,58.0,58.0,59.0,-1.0,-1.0,0.0
2025-10-27,NYC,55.0,55.2,55.2,54.0,0.20000000000000284,0.20000000000000284,-1.0
2025-10-28,NYC,54.0,54.8,54.8,54.0,0.7999999999999972,0.7999999999999972,0.0
2025-10-29,NYC,56.0,57.5,57.5,55.0,1.5,1.5,-1.0
2025-10-30,NYC,63.0,61.2,61.2,63.0,-1.7999999999999972,-1.7999999999999972,0.0
2025-10-31,NYC,58.0,58.9,58.9,58.0,0.8999999999999986,0.8999999999999986,0.0
2025-11-01,NYC,58.0,57.8,57.8,58.0,-0.20000000000000284,-0.20000000000000284,0.0
2025-11-02,NYC,59.0,58.5,58.5,59.0,-0.5,-0.5,0.0
2025-11-03,NYC,59.0,56.9,56.9,58.0,-2.1000000000000014,-2.1000000000000014,-1.0
2025-11-04,NYC,59.0,58.4,58.4,59.0,-0.6000000000000014,-0.6000000000000014,0.0
2025-11-05,NYC,66.0,64.0,64.0,66.0,-2.0,-2.0,0.0
2025-11-06,NYC,57.0,56.4,56.4,55.0,-0.6000000000000014,-0.6000000000000014,-2.0
2025-11-07,NYC,61.0,59.0,59.0,60.0,-2.0,-2.0,-1.0
2025-11-08,NYC,65.0,64.7,64.7,65.0,-0.29999999999999716,-0.29999999999999716,0.0
2025-11-09,NYC,63.0,61.2,61.2,62.0,-1.7999999999999972,-1.7999999999999972,-1.0
2025-11-10,NYC,59.0,56.5,56.5,59.0,-2.5,-2.5,0.0
2025-11-11,NYC,41.0,39.8,39.8,41.0,-1.2000000000000028,-1.2000000000000028,0.0
2025-11-12,NYC,50.0,48.1,48.1,49.0,-1.8999999999999986,-1.8999999999999986,-1.0
2025-11-13,NYC,51.0,50.6,50.6,51.0,-0.3999999999999986,-0.3999999999999986,0.0
2025-11-14,NYC,51.0,49.8,49.8,51.0,-1.2000000000000028,-1.2000000000000028,0.0
2025-11-15,NYC,50.0,47.2,47.2,50.0,-2.799999999999997,-2.799999999999997,0.0
2025-11-16,NYC,56.0,54.9,54.9,55.0,-1.1000000000000014,-1.1000000000000014,-1.0
2025-11-17,NYC,44.0,42.8,42.8,43.0,-1.2000000000000028,-1.2000000000000028,-1.0
2025-11-18,NYC,45.0,45.8,45.8,45.0,0.7999999999999972,0.7999999999999972,0.0
2025-11-19,NYC,47.0,46.8,46.8,47.0,-0.20000000000000284,-0.20000000000000284,0.0
2025-11-20,NYC,47.0,45.9,45.9,46.0,-1.1000000000000014,-1.1000000000000014,-1.0
2025-11-21,NYC,52.0,51.3,51.3,52.0,-0.7000000000000028,-0.7000000000000028,0.0
2025-11-22,NYC,52.0,51.4,51.4,51.0,-0.6000000000000014,-0.6000000000000014,-1.0
2025-11-23,NYC,49.0,45.4,45.4,48.0,-3.6000000000000014,-3.6000000000000014,-1.0
2025-11-24,NYC,52.0,52.2,52.2,52.0,0.20000000000000284,0.20000000000000284,0.0
2025-11-25,NYC,58.0,54.6,54.6,57.0,-3.3999999999999986,-3.3999999999999986,-1.0
2025-11-26,NYC,59.0,59.4,59.4,59.0,0.3999999999999986,0.3999999999999986,0.0
2025-11-27,NYC,49.0,50.5,50.5,46.0,1.5,1.5,-3.0
2025-11-28,NYC,43.0,42.1,42.1,43.0,-0.8999999999999986,-0.8999999999999986,0.0
2025-11-29,NYC,42.0,42.3,42.3,42.0,0.29999999999999716,0.29999999999999716,0.0
2025-11-30,NYC,47.0,40.7,40.7,46.0,-6.299999999999997,-6.299999999999997,-1.0
2025-12-01,NYC,43.0,42.9,42.9,42.0,-0.10000000000000142,-0.10000000000000142,-1.0
2025-12-02,NYC,40.0,37.3,37.3,40.0,-2.700000000000003,-2.700000000000003,0.0
2025-12-03,NYC,41.0,39.6,39.6,40.0,-1.3999999999999986,-1.3999999999999986,-1.0
2025-12-04,NYC,41.0,41.6,41.6,41.0,0.6000000000000014,0.6000000000000014,0.0
2025-12-05,NYC,32.0,30.0,30.0,32.0,-2.0,-2.0,0.0
2025-12-06,NYC,42.0,40.1,40.1,42.0,-1.8999999999999986,-1.8999999999999986,0.0
2025-12-07,NYC,43.0,40.8,40.8,42.0,-2.200000000000003,-2.200000000000003,-1.0
2025-12-08,NYC,38.0,35.4,35.4,38.0,-2.6000000000000014,-2.6000000000000014,0.0
2025-12-09,NYC,35.0,31.3,31.3,34.0,-3.6999999999999993,-3.6999999999999993,-1.0
2025-12-10,NYC,47.0,43.1,43.1,46.0,-3.8999999999999986,-3.8999999999999986,-1.0
2025-12-11,NYC,41.0,39.0,39.0,40.0,-2.0,-2.0,-1.0
2025-12-12,NYC,35.0,34.5,34.5,34.0,-0.5,-0.5,-1.0
2025-12-13,NYC,41.0,38.2,38.2,40.0,-2.799999999999997,-2.799999999999997,-1.0
2025-12-14,NYC,33.0,32.8,32.8,33.0,-0.20000000000000284,-0.20000000000000284,0.0
2025-12-15,NYC,29.0,26.8,26.8,29.0,-2.1999999999999993,-2.1999999999999993,0.0
2025-12-16,NYC,32.0,28.0,28.0,32.0,-4.0,-4.0,0.0
2025-12-17,NYC,47.0,40.3,40.3,47.0,-6.700000000000003,-6.700000000000003,0.0
2025-12-18,NYC,50.0,43.5,43.5,49.0,-6.5,-6.5,-1.0
2025-12-19,NYC,58.0,57.3,57.3,57.0,-0.7000000000000028,-0.7000000000000028,-1.0
2025-12-20,NYC,38.0,36.6,36.6,38.0,-1.3999999999999986,-1.3999999999999986,0.0
2025-12-21,NYC,46.0,45.8,45.8,45.0,-0.20000000000000284,-0.20000000000000284,-1.0
2025-12-22,NYC,39.0,37.4,37.4,38.0,-1.6000000000000014,-1.6000000000000014,-1.0
2025-12-23,NYC,40.0,36.8,36.8,40.0,-3.200000000000003,-3.200000000000003,0.0
2025-12-24,NYC,46.0,45.0,45.0,46.0,-1.0,-1.0,0.0
2025-12-25,NYC,49.0,46.6,46.6,49.0,-2.3999999999999986,-2.3999999999999986,0.0
2025-12-26,NYC,29.0,27.0,27.0,29.0,-2.0,-2.0,0.0
2025-12-27,NYC,31.0,30.6,30.6,31.0,-0.3999999999999986,-0.3999999999999986,0.0
2025-12-28,NYC,39.0,33.6,33.6,39.0,-5.399999999999999,-5.399999999999999,0.0
2025-12-29,NYC,49.0,45.0,45.0,48.0,-4.0,-4.0,-1.0
2025-12-30,NYC,33.0,31.5,31.5,33.0,-1.5,-1.5,0.0
2025-12-31,NYC,33.0,31.8,31.8,33.0,-1.1999999999999993,-1.1999999999999993,0.0
2026-01-01,NYC,36.0,33.1,33.1,36.0,-2.8999999999999986,-2.8999999999999986,0.0
2026-01-02,NYC,30.0,29.0,29.0,30.0,-1.0,-1.0,0.0
2026-01-03,NYC,30.0,30.6,30.6,30.0,0.6000000000000014,0.6000000000000014,0.0
2026-01-04,NYC,35.0,33.6,33.6,34.0,-1.3999999999999986,-1.3999999999999986,-1.0
2026-01-05,NYC,39.0,33.6,33.6,39.0,-5.399999999999999,-5.399999999999999,0.0
2026-01-06,NYC,42.0,38.7,38.7,42.0,-3.299999999999997,-3.299999999999997,0.0
2026-01-07,NYC,49.0,48.1,48.1,49.0,-0.8999999999999986,-0.8999999999999986,0.0
2026-01-08,NYC,50.0,49.8,49.8,49.0,-0.20000000000000284,-0.20000000000000284,-1.0
2026-01-09,NYC,54.0,51.1,51.1,53.0,-2.8999999999999986,-2.8999999999999986,-1.0
2026-01-10,NYC,52.0,47.8,47.8,52.0,-4.200000000000003,-4.200000000000003,0.0
2026-01-11,NYC,47.0,46.8,46.8,47.0,-0.20000000000000284,-0.20000000000000284,0.0
2026-01-12,NYC,41.0,40.4,40.4,40.0,-0.6000000000000014,-0.6000000000000014,-1.0
2026-01-13,NYC,48.0,45.0,45.0,47.0,-3.0,-3.0,-1.0
2026-01-14,NYC,52.0,48.7,48.7,52.0,-3.299999999999997,-3.299999999999997,0.0
2026-01-15,NYC,47.0,43.8,43.8,47.0,-3.200000000000003,-3.200000000000003,0.0
2026-01-16,NYC,34.0,32.1,32.1,34.0,-1.8999999999999986,-1.8999999999999986,0.0
2026-01-17,NYC,39.0,35.3,35.3,39.0,-3.700000000000003,-3.700000000000003,0.0
2026-01-18,NYC,36.0,33.1,33.1,35.0,-2.8999999999999986,-2.8999999999999986,-1.0
2026-01-19,NYC,32.0,29.5,29.5,31.0,-2.5,-2.5,-1.0
2026-01-20,NYC,26.0,23.9,23.9,24.0,-2.1000000000000014,-2.1000000000000014,-2.0
2026-01-21,NYC,40.0,33.9,33.9,39.0,-6.100000000000001,-6.100000000000001,-1.0
2026-01-22,NYC,47.0,43.7,43.7,47.0,-3.299999999999997,-3.299999999999997,0.0
2026-01-23,NYC,38.0,36.0,36.0,37.0,-2.0,-2.0,-1.0
2026-01-24,NYC,17.0,18.4,18.4,17.0,1.3999999999999986,1.3999999999999986,0.0
2026-01-25,NYC,22.0,22.7,22.7,22.0,0.6999999999999993,0.6999999999999993,0.0
2026-01-26,NYC,27.0,26.4,26.4,27.0,-0.6000000000000014,-0.6000000000000014,0.0
2026-01-27,NYC,22.0,18.8,18.8,22.0,-3.1999999999999993,-3.1999999999999993,0.0
2026-01-28,NYC,23.0,20.0,20.0,23.0,-3.0,-3.0,0.0
2026-01-29,NYC,23.0,18.0,18.0,23.0,-5.0,-5.0,0.0
2026-01-30,NYC,18.0,15.5,15.5,18.0,-2.5,-2.5,0.0
2026-01-31,NYC,24.0,19.8,19.8,24.0,-4.199999999999999,-4.199999999999999,0.0
2026-02-01,NYC,24.0,20.6,20.6,24.0,-3.3999999999999986,-3.3999999999999986,0.0
2026-02-02,NYC,35.0,30.6,30.6,35.0,-4.399999999999999,-4.399999999999999,0.0
2026-02-03,NYC,33.0,30.3,30.3,33.0,-2.6999999999999993,-2.6999999999999993,0.0
2026-02-04,NYC,33.0,30.3,30.3,33.0,-2.6999999999999993,-2.6999999999999993,0.0
2026-02-05,NYC,32.0,27.2,27.2,32.0,-4.800000000000001,-4.800000000000001,0.0
2026-02-06,NYC,33.0,27.7,27.7,32.0,-5.300000000000001,-5.300000000000001,-1.0
2026-02-07,NYC,27.0,25.4,25.4,27.0,-1.6000000000000014,-1.6000000000000014,0.0
2026-02-08,NYC,18.0,13.7,13.7,17.0,-4.300000000000001,-4.300000000000001,-1.0
2026-02-09,NYC,31.0,25.2,25.2,31.0,-5.800000000000001,-5.800000000000001,0.0
2026-02-10,NYC,37.0,31.4,31.4,36.0,-5.600000000000001,-5.600000000000001,-1.0
2026-02-11,NYC,41.0,37.8,37.8,41.0,-3.200000000000003,-3.200000000000003,0.0
2026-02-12,NYC,36.0,33.4,33.4,36.0,-2.6000000000000014,-2.6000000000000014,0.0
2026-02-13,NYC,38.0,33.6,33.6,38.0,-4.399999999999999,-4.399999999999999,0.0
2026-02-14,NYC,46.0,38.5,38.5,46.0,-7.5,-7.5,0.0
2026-02-15,NYC,40.0,36.3,36.3,40.0,-3.700000000000003,-3.700000000000003,0.0
2026-02-16,NYC,39.0,35.7,35.7,38.0,-3.299999999999997,-3.299999999999997,-1.0
2026-02-17,NYC,47.0,42.3,42.3,47.0,-4.700000000000003,-4.700000000000003,0.0
2026-02-18,NYC,41.0,38.1,38.1,40.0,-2.8999999999999986,-2.8999999999999986,-1.0
2026-02-19,NYC,42.0,37.8,37.8,41.0,-4.200000000000003,-4.200000000000003,-1.0
2026-02-20,NYC,37.0,38.3,38.3,36.0,1.2999999999999972,1.2999999999999972,-1.0
2026-02-21,NYC,46.0,46.4,46.4,46.0,0.3999999999999986,0.3999999999999986,0.0
2026-02-22,NYC,39.0,36.5,36.5,37.0,-2.5,-2.5,-2.0
2026-02-23,NYC,35.0,34.9,34.9,34.0,-0.10000000000000142,-0.10000000000000142,-1.0
2026-02-24,NYC,31.0,29.4,29.4,31.0,-1.6000000000000014,-1.6000000000000014,0.0
2026-02-25,NYC,44.0,36.5,36.5,44.0,-7.5,-7.5,0.0
2026-02-26,NYC,49.0,39.8,39.8,48.0,-9.200000000000003,-9.200000000000003,-1.0
2026-02-27,NYC,44.0,34.2,34.2,44.0,-9.799999999999997,-9.799999999999997,0.0
2026-02-28,NYC,54.0,37.3,37.3,54.0,-16.700000000000003,-16.700000000000003,0.0
2026-03-01,NYC,43.0,37.8,37.8,43.0,-5.200000000000003,-5.200000000000003,0.0
2026-03-02,NYC,33.0,28.3,28.3,33.0,-4.699999999999999,-4.699999999999999,0.0
2026-03-03,NYC,36.0,33.7,33.7,35.0,-2.299999999999997,-2.299999999999997,-1.0
2026-03-04,NYC,49.0,45.3,45.3,48.0,-3.700000000000003,-3.700000000000003,-1.0
2026-03-05,NYC,46.0,41.4,41.4,46.0,-4.600000000000001,-4.600000000000001,0.0
2026-03-06,NYC,41.0,42.3,42.3,41.0,1.2999999999999972,1.2999999999999972,0.0
2026-03-07,NYC,52.0,49.4,49.4,52.0,-2.6000000000000014,-2.6000000000000014,0.0
2026-03-08,NYC,69.0,68.4,68.4,69.0,-0.5999999999999943,-0.5999999999999943,0.0
2026-03-09,NYC,73.0,68.9,68.9,71.0,-4.099999999999994,-4.099999999999994,-2.0
2026-03-10,NYC,80.0,75.9,75.9,79.0,-4.099999999999994,-4.099999999999994,-1.0
2026-03-11,NYC,72.0,73.2,73.2,71.0,1.2000000000000028,1.2000000000000028,-1.0
2026-03-12,NYC,63.0,63.3,63.3,61.0,0.29999999999999716,0.29999999999999716,-2.0
2026-03-13,NYC,42.0,41.5,41.5,41.0,-0.5,-0.5,-1.0
